,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
2206,NU Vista,4.2,332.0,1.6,8.0,,42.0
2207,Padget Electronics,3.9,332.0,3.6,32.0,,33.0
2208,Khadims,3.9,332.0,1.4,11.0,,48.0
2209,Samsung C&T,4.2,332.0,1.4,5.0,3.0,53.0
2210,Aksentt Tech Services,4.8,332.0,267.0,19.0,3.0,17.0
2211,bhanzu,3.7,332.0,560.0,30.0,78.0,5.0
2212,Jubilant Agri and Consumer Products,4.1,331.0,1.2,16.0,,28.0
2213,Eurokids,4.0,331.0,1.3,12.0,2.0,38.0
2214,Global Healthcare Billing Partners,3.6,331.0,2.3,19.0,63.0,19.0
2215,Ppap Automotive,3.8,331.0,1.5,24.0,,46.0
2216,Legrand,3.7,331.0,1.8,11.0,,41.0
2217,Aster Dm Healthcare,3.9,331.0,1.9,26.0,30.0,36.0
2218,Nspira Management Services,3.8,331.0,1.8,16.0,41.0,24.0
2219,Markets and Markets,3.5,331.0,3.0,30.0,34.0,31.0
2220,DesignTech Systems,3.4,330.0,2.0,21.0,16.0,32.0
2221,Par Pharmaceutical Companies,4.3,330.0,1.5,20.0,4.0,9.0
2222,Munjal Showa,3.6,330.0,1.2,10.0,,39.0
2223,Fenesta Building Systems,4.2,330.0,1.5,20.0,,41.0
2224,Seoyon E-hwa Automotive,4.0,330.0,2.0,11.0,11.0,29.0
2225,Balmer Lawrie,3.9,330.0,1.7,18.0,13.0,40.0
2226,Leverage Edu,4.0,330.0,1.1,23.0,39.0,20.0
2227,Red Hat,4.3,330.0,2.9,41.0,22.0,47.0
2228,Karvy Financial Services,3.7,329.0,2.1,10.0,8.0,29.0
2229,IIC Technologies,3.9,329.0,1.3,10.0,17.0,31.0
2230,Vedanta Limited,4.0,329.0,2.2,30.0,,49.0
2231,Scaler Academy,3.9,329.0,1.6,42.0,13.0,88.0
2232,MAYORA,3.9,329.0,1.1,16.0,2.0,43.0
2233,ASM Technologies,3.7,329.0,3.0,26.0,30.0,30.0
2234,Accion Labs,3.7,329.0,4.1,31.0,182.0,45.0
2235,Telesonic Networks,3.7,328.0,1.1,8.0,,45.0
2236,Toyota,4.4,328.0,1.6,32.0,,49.0
2237,Hyundai Engineering and Construction,4.4,328.0,556.0,13.0,,39.0
2238,Xdbs,3.2,328.0,1.8,27.0,4.0,47.0
2239,Havmor Ice Cream,4.3,328.0,1.2,15.0,3.0,44.0
2240,SOLAR INDUSTRIES INDIA,3.8,328.0,2.1,26.0,,49.0
2241,Great Learning,3.8,328.0,2.7,34.0,110.0,40.0
2242,Anthem Biosciences,4.1,327.0,2.4,20.0,9.0,33.0
2243,Aquasub Engineering,4.0,327.0,1.3,6.0,,35.0
2244,Audi,4.1,327.0,1.3,9.0,,54.0
2245,SunTec Web Services,3.4,327.0,1.7,20.0,8.0,34.0
2246,Powerweave,3.6,327.0,1.7,14.0,,35.0
2247,Jumio,3.7,327.0,1.1,8.0,,47.0
2248,Kirloskar Ferrous Industries,4.0,327.0,1.3,14.0,2.0,33.0
2249,Harman Finochem,3.4,327.0,2.3,22.0,11.0,35.0
2250,Mrs Bector's Food Specialities,4.0,326.0,1.2,15.0,2.0,35.0
2251,Teradata,4.1,325.0,3.8,34.0,18.0,45.0
2252,Nissin Brake,4.1,325.0,1.4,10.0,,59.0
2253,Kunal Structure,3.8,325.0,1.1,11.0,,53.0
2254,Myk Laticrete,4.2,325.0,1.4,12.0,26.0,28.0
2255,Aramex,3.9,325.0,1.1,13.0,,50.0
2256,Indraprastha Gas,4.0,324.0,1.7,16.0,,31.0
2257,TotalEnergies,3.9,324.0,1.4,17.0,,48.0
2258,Venkateshwara Hatcheries,4.0,324.0,1.4,8.0,,35.0
2259,Rakuten,3.7,324.0,3.9,49.0,89.0,56.0
2260,Aurionpro Solutions,3.8,324.0,2.5,14.0,9.0,33.0
2261,Miles Education - CPA & CMA Review (Hyderabad),4.1,324.0,619.0,8.0,90.0,176.0
2262,Self Practice,4.4,324.0,5.1,46.0,,21.0
2263,Realty Assistant,4.1,324.0,314.0,15.0,12.0,98.0
2264,HUDL,3.4,324.0,1.2,25.0,,31.0
2265,Rao IIT Academy,3.4,324.0,797.0,6.0,14.0,76.0
2266,Kolte Patil Developers,4.1,324.0,1.8,17.0,13.0,49.0
2267,Flowserve,4.1,324.0,2.7,18.0,33.0,54.0
2268,Sheela Foam,4.2,323.0,1.2,19.0,2.0,35.0
2269,360 Realtors,3.8,323.0,1.6,23.0,23.0,49.0
2270,Teleysia Networks,3.6,323.0,991.0,9.0,7.0,32.0
2271,Sany Heavy Industry,4.0,323.0,1.7,22.0,,52.0
2272,Agro Tech Foods,4.2,323.0,1.0,10.0,2.0,37.0
2273,Laxmi Organic Industries,4.2,323.0,1.6,17.0,2.0,48.0
2274,Dana India,4.1,323.0,1.6,15.0,8.0,61.0
2275,EID Parry (India),4.2,323.0,1.2,9.0,,55.0
2276,Webskitters,4.5,322.0,467.0,9.0,7.0,119.0
2277,Western Refrigeration,4.0,322.0,1.7,26.0,2.0,40.0
2278,Aloha Technology,3.3,322.0,1.8,29.0,10.0,44.0
2279,India Glycols,4.0,322.0,1.7,13.0,1.0,35.0
2280,Omax Autos,3.8,322.0,1.4,9.0,,37.0
2281,Groupon,3.3,322.0,2.5,27.0,6.0,40.0
2282,India Nippon Electricals,4.0,322.0,1.3,13.0,1.0,59.0
2283,Caparo Maruti,4.1,322.0,1.3,8.0,,33.0
2284,SS Supply Chain Solutions,4.2,322.0,799.0,8.0,68.0,64.0
2285,Keihin Fie,4.4,322.0,5.1,4.0,,48.0
2286,Expertrons,3.9,322.0,567.0,30.0,121.0,28.0
2287,ARMSOFTECH.AIR,3.6,322.0,1.1,18.0,1.0,65.0
2288,Gaurs Group,4.2,322.0,1.3,11.0,21.0,26.0
2289,Uplers,4.2,322.0,1.1,32.0,83.0,113.0
2290,RedBus,4.3,321.0,1.7,18.0,29.0,53.0
2291,Lanco Infratech,4.4,321.0,847.0,3.0,,51.0
2292,First Flight Couriers,4.2,321.0,720.0,4.0,,29.0
2293,The Park Hotels,4.2,321.0,1.3,8.0,,48.0
2294,Indian Bank,3.4,321.0,1.5,14.0,,34.0
2295,Alfanar,4.3,321.0,936.0,9.0,5.0,59.0
2296,Kirloskar Toyota Textile Machinery,4.4,321.0,852.0,13.0,,48.0
2297,Soma Enterprises,4.2,321.0,934.0,7.0,,49.0
2298,ETA Engineering,3.6,321.0,915.0,6.0,26.0,33.0
2299,Tetra Pak,4.2,321.0,2.1,24.0,30.0,66.0
2300,Tredence,3.7,321.0,3.2,65.0,153.0,45.0
2301,Hema Engineering Industries,3.7,320.0,1.6,10.0,,32.0
2302,Magma HDI General Insurance,4.0,320.0,1.7,16.0,15.0,35.0
2303,Action Tesa,3.7,320.0,700.0,21.0,,13.0
2304,Cosmo Films,3.8,320.0,1.7,24.0,24.0,51.0
2305,1 India Family Mart,3.9,320.0,1.2,15.0,,42.0
2306,PULSUS HealthTech Group,3.6,320.0,1.3,22.0,4.0,45.0
2307,Sapiens,3.6,320.0,3.8,34.0,34.0,68.0
2308,Zealous Services,3.4,319.0,1.2,15.0,19.0,53.0
2309,CommScope,3.8,319.0,2.7,17.0,31.0,54.0
2310,Toshiba JSW Power Systems,4.3,319.0,2.0,14.0,,46.0
2311,Meyer Organics,3.7,319.0,1.3,19.0,15.0,35.0
2312,Groupm Media,4.0,319.0,3.0,22.0,25.0,37.0
2313,Intellipaat Software Solutions,3.1,319.0,1.3,60.0,55.0,11.0
2314,Writer Safe Guard,3.7,319.0,941.0,17.0,,32.0
2315,Eugia Pharma Specialities,4.1,319.0,1.6,11.0,,35.0
2316,Kiya.ai,3.2,319.0,3.6,23.0,50.0,30.0
2317,Allianz Partners,3.8,318.0,1.9,17.0,,36.0
2318,Gilbarco Veeder Root,3.9,318.0,1.9,14.0,7.0,33.0
2319,Ebixcash Global Services,3.7,318.0,1.2,25.0,4.0,12.0
2320,Thought Focus,3.7,318.0,2.6,28.0,27.0,37.0
2321,NCCCL,3.4,317.0,1.3,10.0,,29.0
2322,Hamdard,4.1,317.0,1.1,16.0,,28.0
2323,Novartis Healthcare,4.1,317.0,4.2,19.0,4.0,46.0
2324,Zoomcar,3.8,317.0,1.7,13.0,92.0,44.0
2325,Competent Software,4.0,316.0,905.0,4.0,,34.0
2326,C-Edge Technologies,4.1,316.0,2.2,10.0,2.0,40.0
2327,Ramco Industries,4.2,316.0,1.6,6.0,,47.0
2328,Kuwait National Petroleum Company,4.5,316.0,1.3,15.0,,36.0
2329,ACKO General Insurance,3.8,316.0,1.6,24.0,24.0,28.0
2330,Shivalik Small Finance Bank,3.9,316.0,1.4,22.0,9.0,46.0
2331,Sunwoda,4.2,316.0,1.8,24.0,1.0,42.0
2332,Oda Class,3.6,316.0,431.0,16.0,2.0,12.0
2333,Aarti Drugs,3.8,315.0,1.6,12.0,5.0,27.0
2334,Mahendra NextWealth IT,3.8,315.0,1.2,7.0,4.0,19.0
2335,Kyungshin Industrial Motherson,3.4,315.0,2.1,11.0,,40.0
2336,Buzzworks Business Services,4.0,315.0,1.7,12.0,42.0,21.0
2337,Bada Business,3.8,315.0,1.3,17.0,140.0,42.0
2338,Essar Projects India,3.8,315.0,865.0,3.0,,51.0
2339,Christian Medical College,4.2,314.0,1.1,7.0,8.0,30.0
2340,Exicom,4.0,314.0,1.9,25.0,12.0,49.0
2341,AccorHotels,4.4,314.0,1.2,14.0,2.0,52.0
2342,ELGI Equipments,4.1,314.0,1.7,13.0,3.0,49.0
2343,R.V.R. PROJECTS,4.0,314.0,1.1,22.0,21.0,34.0
2344,Online Legal India,4.8,314.0,53.0,3.0,,23.0
2345,Majesco,3.9,314.0,4.3,18.0,5.0,51.0
2346,SRM University,3.7,313.0,1.6,16.0,,35.0
2347,Grand Hyatt,4.4,313.0,988.0,5.0,,54.0
2348,BUSINESSNEXT,3.4,313.0,2.9,35.0,141.0,26.0
2349,Cera Sanitaryware,4.3,313.0,1.5,15.0,1.0,32.0
2350,Macquarie Group,3.6,313.0,3.7,18.0,10.0,60.0
2351,Signutra,4.6,313.0,329.0,7.0,,14.0
2352,Ceinsys Tech,3.9,313.0,1.3,8.0,8.0,30.0
2353,Brigade Group,4.3,313.0,2.1,16.0,48.0,42.0
2354,FabHotels,3.1,313.0,2.1,21.0,147.0,24.0
2355,Citrix,3.7,312.0,2.5,39.0,38.0,42.0
2356,Yardi Systems,3.9,312.0,2.2,33.0,,40.0
2357,Aimil Pharmaceuticals,3.6,312.0,1.6,16.0,5.0,44.0
2358,JNS Instruments,4.0,312.0,1.7,17.0,2.0,34.0
2359,Hilex,3.9,312.0,1.2,9.0,,34.0
2360,Epiroc,4.0,312.0,1.9,20.0,,45.0
2361,Polestar Solutions & Services India,4.4,312.0,971.0,14.0,33.0,73.0
2362,Deluxe Entertainment,3.4,311.0,2.4,15.0,3.0,47.0
2363,Silverlink Technologies,4.3,311.0,305.0,7.0,73.0,37.0
2364,ERA Group,3.9,311.0,651.0,5.0,,28.0
2365,Fuji Electric,4.0,311.0,1.5,10.0,1.0,17.0
2366,Danske IT,3.5,311.0,2.3,13.0,,55.0
2367,Kcc Buildcon,4.2,311.0,1.4,22.0,,34.0
2368,Supr Daily,4.1,311.0,1.5,18.0,1.0,40.0
2369,African Industries,4.2,311.0,762.0,14.0,63.0,31.0
2370,Prism Cement,3.8,310.0,867.0,12.0,5.0,40.0
2371,Dharampal Premchand,4.2,310.0,1.2,12.0,3.0,42.0
2372,Jaipur Rugs,4.4,310.0,742.0,13.0,9.0,30.0
2373,Jockey,4.4,310.0,1.3,7.0,,23.0
2374,L. N. Malviya Infra Projects Group,3.5,310.0,1.1,18.0,2.0,23.0
2375,MDC Group of Companies,4.9,310.0,103.0,2.0,1.0,70.0
2376,Gtpl Broadband,3.9,310.0,1.4,7.0,,42.0
2377,Teva API,4.1,309.0,1.3,14.0,,50.0
2378,Methodex,3.8,309.0,1.3,11.0,12.0,30.0
2379,K D Hospital,4.8,309.0,320.0,5.0,,10.0
2380,Jumbotail Technologies,3.7,309.0,1.2,17.0,103.0,17.0
2381,Transasia Bio-Medicals,3.3,309.0,1.6,12.0,32.0,37.0
2382,Telecom Network Solutions,4.3,308.0,1.4,9.0,2.0,22.0
2383,Medall Healthcare,3.5,308.0,1.3,4.0,4.0,29.0
2384,Akamai Technologies,4.5,308.0,3.0,32.0,15.0,68.0
2385,VDA Infosolutions,3.7,308.0,1.6,9.0,5.0,25.0
2386,Chaitanya India Fin Credit,4.1,308.0,1.0,17.0,70.0,27.0
2387,Mothers Recipe,4.3,308.0,1.3,11.0,7.0,34.0
2388,Diya Systems,3.5,308.0,1.5,13.0,10.0,56.0
2389,IMS People,3.6,307.0,1.9,27.0,14.0,38.0
2390,Greet Technologies,3.3,307.0,1.3,17.0,6.0,28.0
2391,Diffusion Engineers,4.4,307.0,630.0,14.0,,121.0
2392,Indian Space Research Organisation,4.6,307.0,1.2,26.0,,37.0
2393,V-Xpress,4.1,307.0,987.0,11.0,,30.0
2394,FiveS Digital,3.3,307.0,1.0,16.0,5.0,6.0
2395,Kerala State Electricity Board,4.3,306.0,1.3,10.0,,32.0
2396,British Petroleum,3.8,306.0,1.7,26.0,,25.0
2397,NKG Infrastructure,3.8,306.0,1.4,15.0,,24.0
2398,Consolidated Construction Consortium,4.3,306.0,1.1,10.0,,36.0
2399,Henkel Adhesives Technologies,4.2,306.0,1.8,4.0,1.0,47.0
2400,Infrastructure Leasing & Financial Services,4.1,306.0,1.2,4.0,,35.0
2401,Minda Furukawa Electric,4.1,306.0,1.1,6.0,,31.0
2402,Hajee A P Bava Construction,3.9,306.0,1.0,4.0,6.0,27.0
2403,Tata Steel Utilities and Infrastructure Services,3.7,306.0,1.1,26.0,1.0,42.0
2404,Grass Roots Research & Creation,4.9,306.0,114.0,1.0,4.0,127.0
2405,Harjai Computers,3.9,306.0,1.3,19.0,29.0,70.0
2406,SMEC,4.1,305.0,1.3,21.0,4.0,44.0
2407,Kutchina,3.8,305.0,1.1,9.0,1.0,26.0
2408,Johnson Matthey,4.0,305.0,1.6,23.0,15.0,63.0
2409,Nissan,3.9,305.0,2.0,18.0,5.0,30.0
2410,Jawahar Navodaya Vidyalaya,4.4,305.0,509.0,11.0,,33.0
2411,Wabtec,4.0,305.0,2.0,24.0,29.0,37.0
2412,Datamatics Business Solutions,3.5,305.0,1.8,24.0,26.0,29.0
2413,"Ministry Of Health, New Delhi",4.4,305.0,1.1,11.0,1.0,33.0
2414,Bajaj Consumer Care,3.9,305.0,1.1,13.0,,46.0
2415,Jupiter Hospital,4.1,305.0,1.3,14.0,3.0,25.0
2416,Eversendai,4.0,305.0,1.6,22.0,3.0,42.0
2417,Jeeves Consumer Services,3.9,304.0,850.0,23.0,1.0,37.0
2418,Aurangabad Electricals,4.0,304.0,1.4,9.0,,41.0
2419,Indian Immunologicals,4.1,304.0,1.6,10.0,3.0,48.0
2420,Sri Krishna Pharmaceuticals,4.1,304.0,1.7,7.0,,38.0
2421,Tagros Chemicals,3.7,304.0,1.7,31.0,,44.0
2422,Star Bazaar,4.3,304.0,1.1,10.0,2.0,28.0
2423,Roca Bathroom Products,3.9,304.0,1.4,14.0,,40.0
2424,INDIABULLS PHARMACEUTICALS,2.6,304.0,853.0,12.0,,28.0
2425,Jamna Auto Industries,3.7,303.0,1.6,11.0,,39.0
2426,PC Solutions,4.0,303.0,1.4,10.0,26.0,32.0
2427,Kuehne + Nagel,4.1,303.0,1.4,16.0,2.0,41.0
2428,Ryan International School,3.8,303.0,1.1,11.0,,40.0
2429,Johnson Controls Hitachi Air Conditioning,3.7,303.0,1.7,13.0,,3.0
2430,Symbiotec Pharmalab,3.8,303.0,1.7,19.0,9.0,37.0
2431,Mas Callnet,3.9,303.0,779.0,14.0,1.0,14.0
2432,Grey Orange,3.2,303.0,2.1,24.0,26.0,49.0
2433,Infosys Consulting,3.6,303.0,3.4,143.0,,68.0
2434,PGP Glass,4.2,303.0,857.0,18.0,13.0,20.0
2435,Orra Fine Jewellery,3.9,303.0,1.1,20.0,81.0,26.0
2436,Kirby Building Systems,4.0,302.0,1.5,13.0,7.0,34.0
2437,Uniparts Group,4.2,302.0,1.5,11.0,1.0,32.0
2438,SoftwareONE,3.9,302.0,3.0,25.0,3.0,53.0
2439,ABIS Exports,4.0,302.0,1.3,19.0,7.0,21.0
2440,Gyan Dairy,4.0,302.0,1.1,24.0,5.0,36.0
2441,National Collateral Management Services,4.0,302.0,1.1,5.0,1.0,45.0
2442,Suzuki,4.1,302.0,2.6,31.0,,61.0
2443,Loadshare Networks,3.5,302.0,1.4,28.0,10.0,25.0
2444,Yokohama Off-Highway Tires,3.9,302.0,1.6,24.0,5.0,37.0
2445,Techwave Consulting,3.9,302.0,3.0,22.0,46.0,24.0
2446,Stryker,4.1,301.0,2.5,27.0,9.0,62.0
2447,National Fertilizers,4.3,301.0,1.0,23.0,,44.0
2448,S2 Infotech,3.4,301.0,1.7,9.0,5.0,20.0
2449,Vatika Group,4.0,301.0,1.5,13.0,6.0,33.0
2450,ACG Associated Capsules,4.0,301.0,1.3,13.0,25.0,46.0
2451,Deloitte Touche Aers India,3.9,301.0,1.0,34.0,,117.0
2452,Sahyadri Hospital,4.3,301.0,1.3,11.0,19.0,35.0
2453,Baoiam Innovations,4.7,301.0,8.0,7.0,,20.0
2454,Jubilant Ingrevia,3.9,301.0,1.7,27.0,4.0,20.0
2455,World Vision,4.4,300.0,708.0,14.0,,35.0
2456,Yusen Logistics,4.2,300.0,1.5,7.0,1.0,35.0
2457,You Broadband,3.8,300.0,1.1,7.0,29.0,26.0
2458,Titan Engineering & Automation,4.1,300.0,1.6,19.0,,41.0
2459,Jindal Aluminium,3.9,300.0,1.5,29.0,25.0,57.0
2460,Jindal Aluminium,3.9,300.0,1.5,29.0,25.0,57.0
2461,RentoMojo,4.4,299.0,950.0,4.0,6.0,15.0
2462,LearningMate Solutions,3.7,299.0,2.9,26.0,14.0,46.0
2463,JoulestoWatts Business Solutions,2.8,299.0,2.6,13.0,218.0,12.0
2464,Chambal Fertilisers And Chemicals,4.1,299.0,1.4,14.0,,36.0
2465,Wipro GE Health Care,4.2,299.0,1.8,10.0,,52.0
2466,Aptiv Components India Private,4.0,299.0,2.3,30.0,1.0,54.0
2467,OnePlus,4.1,299.0,1.8,26.0,5.0,46.0
2468,MITS GLOBAL CONSULTING,4.6,299.0,550.0,5.0,,108.0
2469,Regalix,3.2,299.0,2.1,25.0,18.0,47.0
2470,Udaan Logistics,4.2,299.0,1.4,5.0,,2.0
2471,Tirumala Milk Products,4.1,299.0,1.1,20.0,30.0,38.0
2472,Jyoti CNC Automation,4.1,299.0,1.2,11.0,3.0,30.0
2473,IFFCO Kisan Sanchar,3.5,298.0,844.0,22.0,2.0,52.0
2474,SUEZ Environnement,4.1,298.0,1.6,5.0,,33.0
2475,BPTP,4.3,298.0,1.2,14.0,7.0,48.0
2476,Time Technoplast,3.7,298.0,1.9,8.0,10.0,39.0
2477,Bharat Seats,3.8,298.0,1.4,11.0,5.0,41.0
2478,RSWM,3.9,298.0,1.1,13.0,,47.0
2479,Bhagwati Products,3.8,298.0,863.0,7.0,,34.0
2480,Wipro Infotech Limited,4.1,298.0,960.0,3.0,,44.0
2481,Karvy Innotech,3.2,298.0,2.2,17.0,1.0,17.0
2482,Katerra,3.4,298.0,2.2,18.0,,48.0
2483,Wonderla Holidays,4.6,297.0,825.0,8.0,29.0,55.0
2484,Artemis Health Institute,4.4,297.0,971.0,10.0,17.0,40.0
2485,Creative Synergies Group,3.9,297.0,1.5,10.0,30.0,27.0
2486,JSW Energy,4.3,297.0,2.0,19.0,,37.0
2487,Kellogg Brown and Root,4.1,297.0,1.6,12.0,41.0,51.0
2488,Mobile Programming,2.9,297.0,2.7,33.0,703.0,15.0
2489,GGS Information Services,3.7,296.0,2.1,12.0,1.0,36.0
2490,People Group,3.8,296.0,1.6,7.0,68.0,34.0
2491,Tribhovandas Bhimji Zaveri,4.3,296.0,1.0,4.0,10.0,48.0
2492,AceMicromatic Group,4.4,296.0,1.1,16.0,13.0,35.0
2493,Wow Momo Foods,3.6,296.0,1.3,26.0,19.0,22.0
2494,XL Health,4.3,296.0,1.4,15.0,,55.0
2495,Eisai Pharmaceuticals,4.3,296.0,1.2,10.0,7.0,49.0
2496,My Home Constructions,4.3,296.0,1.6,14.0,3.0,29.0
2497,RapiPay,3.6,296.0,1.2,17.0,32.0,22.0
2498,Puravankara,3.8,296.0,1.7,9.0,16.0,7.0
2499,Broadcom,3.4,295.0,3.2,17.0,1.0,41.0
2500,HashedIn by Deloitte,4.3,295.0,3.1,69.0,18.0,57.0
2501,Bombardier Transportation,4.2,295.0,1.7,9.0,,45.0
2502,Paper boat,4.0,295.0,1.1,12.0,1.0,30.0
2503,Vidal Health Insurance,4.0,295.0,1.4,7.0,,11.0
2504,Bonace Engineers,3.9,295.0,1.0,16.0,,28.0
2505,Romsons Group Of Industries,4.0,295.0,1.4,23.0,13.0,31.0
2506,Solv,3.8,295.0,889.0,21.0,6.0,19.0
2507,5Paisa Capital Limited,4.0,295.0,1.3,17.0,10.0,70.0
2508,VKC Group,3.9,295.0,1.5,11.0,,28.0
2509,Wintax Solution,4.8,295.0,35.0,4.0,5.0,117.0
2510,Suzlon Global Services,4.0,295.0,1.2,29.0,,9.0
2511,Invesco,4.0,295.0,2.6,19.0,37.0,51.0
2512,BOB Financial Solutions,4.4,295.0,1.1,13.0,23.0,20.0
2513,Thales,3.7,294.0,2.7,22.0,27.0,46.0
2514,Runwal Group,3.9,294.0,1.9,14.0,3.0,39.0
2515,Mjunction Services,4.0,294.0,1.7,8.0,1.0,43.0
2516,QSpiders,3.6,294.0,1.3,38.0,,19.0
2517,Midland Microfin Limited,4.1,294.0,730.0,21.0,,18.0
2518,Win Medicare,4.0,294.0,875.0,14.0,1.0,35.0
2519,Fexprime Finance,4.5,294.0,959.0,4.0,,30.0
2520,Gujarat Ambuja Exports,3.6,294.0,1.3,16.0,2.0,26.0
2521,CMR Green Technologies,3.9,294.0,1.2,21.0,10.0,59.0
2522,NetApp,3.9,294.0,3.4,36.0,140.0,39.0
2523,Ascent Business Solutions,3.4,293.0,1.7,17.0,,38.0
2524,Kaizen IT Services,3.5,293.0,1.1,5.0,,18.0
2525,FCm Travel Solutions,3.6,293.0,1.6,3.0,,29.0
2526,Rosmerta Technologies,3.3,293.0,1.5,22.0,16.0,14.0
2527,Lotus Herbals Private Limited,4.2,293.0,1.2,21.0,11.0,26.0
2528,Aculife Healthcare,3.7,293.0,1.3,21.0,11.0,31.0
2529,convergys india services,3.6,293.0,1.1,14.0,,3.0
2530,Quinnox,3.9,293.0,3.1,13.0,23.0,38.0
2531,Escon Elevators,3.5,293.0,919.0,9.0,14.0,43.0
2532,EXEDY,4.0,292.0,1.6,16.0,,54.0
2533,Hanon Systems,4.2,292.0,1.6,8.0,,55.0
2534,Transguard Group,4.1,292.0,518.0,10.0,,49.0
2535,BharatPe,3.8,292.0,1.8,23.0,89.0,16.0
2536,Pierian Services,3.5,292.0,1.7,16.0,17.0,18.0
2537,Apex Laboratories,4.1,291.0,1.6,16.0,1.0,33.0
2538,BCG,3.7,291.0,6.2,141.0,9.0,43.0
2539,Victora Tool Engineers,3.9,291.0,1.5,7.0,,40.0
2540,Tata Toyo Radiator,3.8,291.0,1.4,12.0,,39.0
2541,Stellar Value Chain Solutions,3.6,291.0,1.6,34.0,4.0,24.0
2542,Ujjivan Financial Services,4.4,291.0,51.0,5.0,,
2543,Flipkart Health+,3.8,291.0,1.4,17.0,6.0,32.0
2544,Kandhari Beverages,4.0,291.0,1.2,14.0,7.0,22.0
2545,Apisero,4.3,291.0,3.0,62.0,16.0,41.0
2546,SkillVertex,3.7,291.0,269.0,13.0,2.0,68.0
2547,Sona Koyo Steering Systems,4.2,291.0,523.0,5.0,8.0,48.0
2548,Asian Granito India,3.8,290.0,1.5,8.0,,19.0
2549,SkillRecruit,4.7,290.0,332.0,7.0,72.0,104.0
2550,Nettur Technical Training Foundation,4.3,290.0,1.2,12.0,,36.0
2551,Gokaldas Exports,4.1,290.0,1.5,17.0,16.0,23.0
2552,Tata BlueScope Steel,3.8,290.0,1.3,15.0,3.0,35.0
2553,SHARE Microfin,4.4,290.0,551.0,7.0,4.0,40.0
2554,Fossil Group,3.8,290.0,1.6,18.0,,33.0
2555,Aditya Anagha Multi State Credit Co-Operative Society,4.8,290.0,96.0,4.0,,3.0
2556,Aditya Birla Minacs,4.6,290.0,514.0,4.0,,46.0
2557,SBI Mutual Fund,3.9,290.0,1.6,15.0,39.0,37.0
2558,Impact Guru,4.1,290.0,1.0,22.0,314.0,14.0
2559,Synergies Castings,4.1,289.0,770.0,8.0,,25.0
2560,Shriram Value Services,4.3,289.0,1.0,2.0,,34.0
2561,Zara,3.7,289.0,813.0,20.0,,43.0
2562,Ashiana Housing,4.1,289.0,1.3,18.0,7.0,47.0
2563,Ashapura Group Of Industries,4.1,289.0,1.6,16.0,5.0,46.0
2564,Ami Lifesciences,3.8,289.0,1.4,7.0,1.0,24.0
2565,Bonfiglioli Transmissions Private Limited,3.8,289.0,1.5,20.0,3.0,38.0
2566,Airtel DTH Services,4.3,289.0,1.1,15.0,,46.0
2567,Gammon Engineers And Contractors,3.9,289.0,1.4,17.0,,31.0
2568,Kailash Hospital,4.1,289.0,969.0,9.0,9.0,23.0
2569,DEN Networks,3.7,289.0,1.5,5.0,,28.0
2570,Astra Microwave Products,4.0,288.0,1.8,15.0,,31.0
2571,Landis+Gyr,3.7,288.0,2.6,21.0,20.0,45.0
2572,Continental Engines,4.1,288.0,1.4,8.0,1.0,45.0
2573,Aka Logistics,3.2,288.0,1.3,16.0,1.0,28.0
2574,Corporate Infotech,3.6,288.0,1.5,16.0,7.0,20.0
2575,ABP Group,3.4,288.0,1.5,6.0,,42.0
2576,LogixHealth,3.7,288.0,1.6,11.0,4.0,36.0
2577,Mr Cooper,4.1,288.0,2.1,37.0,26.0,36.0
2578,Healthcare At Home,3.7,288.0,1.2,15.0,54.0,31.0
2579,Elite Elevators,3.6,288.0,605.0,13.0,126.0,83.0
2580,Rail Vikas Nigam,3.3,287.0,874.0,9.0,,28.0
2581,Tally Solutions,4.3,287.0,2.2,17.0,21.0,51.0
2582,Capital Trust,4.0,287.0,965.0,12.0,,32.0
2583,National Organic Chemical Industries,4.0,287.0,1.6,16.0,1.0,46.0
2584,Yamaha Motor India Sales,4.1,287.0,1.0,12.0,4.0,24.0
2585,Vasan Eye Care Hospitals,4.1,287.0,626.0,3.0,16.0,25.0
2586,Bengal Beverages,3.4,287.0,1.1,17.0,7.0,30.0
2587,Akumentis Healthcare,3.7,287.0,786.0,11.0,5.0,30.0
2588,Reliance Projects & Property Management Services,4.2,287.0,1.0,18.0,,22.0
2589,ESDS Software Solutions,4.1,287.0,2.3,20.0,1.0,44.0
2590,AVAYA,3.8,287.0,2.6,23.0,2.0,47.0
2591,DataMetica,4.0,287.0,2.2,19.0,47.0,26.0
2592,Mann And Hummel Filter,4.0,287.0,1.5,12.0,9.0,41.0
2593,Eurofins It Solutions,3.1,287.0,3.0,29.0,91.0,75.0
2594,American Axle & Manufacturing,4.4,286.0,1.4,12.0,,38.0
2595,Mediterranean Shipping Company,4.1,286.0,1.8,14.0,,27.0
2596,KRBL,4.0,286.0,1.2,20.0,16.0,29.0
2597,ExportersIndia,4.9,286.0,138.0,17.0,10.0,60.0
2598,Owens Corning,3.9,286.0,1.6,12.0,6.0,43.0
2599,Spectrum Talent Management,3.7,286.0,1.6,10.0,434.0,25.0
2600,Sakthi Auto Components,3.4,286.0,1.2,7.0,,26.0
2601,Siti Networks,4.0,286.0,1.1,9.0,,27.0
